FSMTFileList,v,0,1
CD/COM/RTIM.T/48,Raw,TextureDB,
CD/COM/RTIM.T/49,Raw,TextureDB,
CD/COM/RTIM.T/50,Raw,TextureDB,
CD/COM/RTIM.T/51,Raw,TextureDB,
CD/COM/RTIM.T/52,Raw,TextureDB,
CD/COM/RTIM.T/53,Raw,TextureDB,
CD/COM/RTIM.T/54,Raw,TextureDB,
CD/COM/RTIM.T/55,Raw,TextureDB,
CD/COM/RTIM.T/56,Raw,TextureDB,
CD/COM/RTIM.T/57,Raw,TextureDB,
CD/COM/RTIM.T/58,Raw,TextureDB,
CD/COM/RTIM.T/59,Raw,TextureDB,
CD/COM/RTIM.T/60,Raw,TextureDB,
CD/COM/RTIM.T/61,Raw,TextureDB,
CD/COM/RTIM.T/62,Raw,TextureDB,
CD/COM/RTIM.T/63,Raw,TextureDB,
CD/COM/RTIM.T/64,Raw,TextureDB,
CD/COM/RTIM.T/65,Raw,TextureDB,Seath’s Floor and Door™
CD/COM/RTIM.T/66,Raw,TextureDB,
CD/COM/RTIM.T/67,Raw,TextureDB,
CD/COM/RTIM.T/68,Raw,TextureDB,
CD/COM/RTIM.T/69,Raw,TextureDB,
CD/COM/RTIM.T/70,Raw,TextureDB,
CD/COM/RTIM.T/71,Raw,TextureDB,
CD/COM/RTMD.T,T,Container,
CD/COM/RTMD.T/0,Raw,Model,Western Shore Map Tileset
CD/COM/RTMD.T/1,Raw,Model,Garrison Map Tileset
CD/COM/RTMD.T/2,Raw,Model,Central Village Map Tileset
CD/COM/RTMD.T/3,Raw,Model,East Village Map Tileset
CD/COM/RTMD.T/4,Raw,Model,Cathedral Map Tileset
CD/COM/RTMD.T/5,Raw,Model,Big Mine Map Tileset
CD/COM/RTMD.T/6,Raw,Model,Necron’s Coliseum Map Tileset
CD/COM/RTMD.T/7,Raw,Model,Guyra’s Lair Map Tileset
CD/COM/RTMD.T/8,Raw,Model,Debug Map Tileset
CD/COM/TALK.T,T,Container,
CD/COM/TALK.T/0,Raw,TextureDB,
CD/COM/TALK.T/1,Raw,TextureDB,
CD/COM/TALK.T/2,Raw,TextureDB,
CD/COM/TALK.T/3,Raw,TextureDB,
CD/COM/TALK.T/4,Raw,TextureDB,
CD/COM/TALK.T/5,Raw,TextureDB,
CD/COM/TALK.T/6,Raw,TextureDB,
CD/COM/TALK.T/7,Raw,TextureDB,
CD/COM/TALK.T/8,Raw,TextureDB,
CD/COM/TALK.T/9,Raw,TextureDB,
CD/COM/TALK.T/10,Raw,TextureDB,
CD/COM/TALK.T/11,Raw,TextureDB,
CD/COM/TALK.T/12,Raw,TextureDB,
CD/COM/TALK.T/13,Raw,TextureDB,
CD/COM/TALK.T/14,Raw,TextureDB,
CD/COM/TALK.T/15,Raw,TextureDB,
CD/COM/TALK.T/16,Raw,TextureDB,
CD/COM/TALK.T/17,Raw,TextureDB,
CD/COM/TALK.T/18,Raw,TextureDB,
CD/COM/TALK.T/19,Raw,TextureDB,
CD/COM/TALK.T/20,Raw,TextureDB,
CD/COM/TALK.T/21,Raw,TextureDB,
CD/COM/TALK.T/22,Raw,TextureDB,
CD/COM/TALK.T/23,Raw,TextureDB,
CD/COM/TALK.T/24,Raw,TextureDB,
CD/COM/TALK.T/25,Raw,TextureDB,
CD/COM/TALK.T/26,Raw,TextureDB,
CD/COM/TALK.T/27,Raw,TextureDB,
CD/COM/TALK.T/28,Raw,TextureDB,
CD/COM/TALK.T/29,Raw,TextureDB,
CD/COM/TALK.T/30,Raw,TextureDB,
CD/COM/TALK.T/31,Raw,TextureDB,
CD/COM/TALK.T/32,Raw,TextureDB,
CD/COM/TALK.T/33,Raw,TextureDB,
CD/COM/TALK.T/34,Raw,TextureDB,
CD/COM/TALK.T/35,Raw,TextureDB,
CD/COM/TALK.T/36,Raw,TextureDB,
CD/COM/TALK.T/37,Raw,TextureDB,
CD/COM/TALK.T/38,Raw,TextureDB,
CD/COM/TALK.T/39,Raw,TextureDB,
CD/COM/TALK.T/40,Raw,TextureDB,
CD/COM/TALK.T/41,Raw,TextureDB,
CD/COM/TALK.T/42,Raw,TextureDB,
CD/COM/TALK.T/43,Raw,TextureDB,
CD/COM/TALK.T/44,Raw,TextureDB,
CD/COM/TALK.T/45,Raw,TextureDB,
CD/COM/TALK.T/46,Raw,TextureDB,
CD/COM/TALK.T/47,Raw,TextureDB,
CD/COM/TALK.T/48,Raw,TextureDB,
CD/COM/TALK.T/49,Raw,TextureDB,
CD/COM/TALK.T/50,Raw,TextureDB,
CD/COM/TALK.T/51,Raw,TextureDB,
CD/COM/TALK.T/52,Raw,TextureDB,
CD/COM/TALK.T/53,Raw,TextureDB,
CD/COM/TALK.T/54,Raw,TextureDB,
CD/COM/TALK.T/55,Raw,TextureDB,
CD/COM/TALK.T/56,Raw,TextureDB,
CD/COM/TALK.T/57,Raw,TextureDB,
CD/COM/TALK.T/58,Raw,TextureDB,Jose Harven Dialogue 1
CD/COM/TALK.T/59,Raw,TextureDB,Jose Harven Dialogue 2
CD/COM/TALK.T/60,Raw,TextureDB,Jose Harven Dialogue 3
CD/COM/TALK.T/61,Raw,TextureDB,Jose Harven Dialogue 4
CD/COM/TALK.T/62,Raw,TextureDB,Jose Harven Dialogue 5
CD/COM/TALK.T/63,Raw,TextureDB,Jose Harven Dialogue 6
CD/COM/TALK.T/64,Raw,TextureDB,Jose Harven Dialogue 7
CD/COM/TALK.T/65,Raw,TextureDB,
CD/COM/TALK.T/66,Raw,TextureDB,
CD/COM/TALK.T/67,Raw,TextureDB,
CD/COM/TALK.T/68,Raw,TextureDB,
CD/COM/TALK.T/69,Raw,TextureDB,
CD/COM/TALK.T/70,Raw,TextureDB,
CD/COM/TALK.T/71,Raw,TextureDB,
CD/COM/TALK.T/72,Raw,TextureDB,
CD/COM/TALK.T/73,Raw,TextureDB,
CD/COM/TALK.T/74,Raw,TextureDB,
CD/COM/TALK.T/75,Raw,TextureDB,
CD/COM/TALK.T/76,Raw,TextureDB,
CD/COM/TALK.T/77,Raw,TextureDB,
CD/COM/TALK.T/78,Raw,TextureDB,
CD/COM/TALK.T/79,Raw,TextureDB,
CD/COM/TALK.T/80,Raw,TextureDB,
CD/COM/TALK.T/81,Raw,TextureDB,
CD/COM/TALK.T/82,Raw,TextureDB,
CD/COM/TALK.T/83,Raw,TextureDB,
CD/COM/TALK.T/84,Raw,TextureDB,
CD/COM/TALK.T/85,Raw,TextureDB,
CD/COM/TALK.T/86,Raw,TextureDB,
CD/COM/TALK.T/87,Raw,TextureDB,
CD/COM/TALK.T/88,Raw,TextureDB,
CD/COM/TALK.T/89,Raw,TextureDB,
CD/COM/TALK.T/90,Raw,TextureDB,
CD/COM/TALK.T/91,Raw,TextureDB,
CD/COM/TALK.T/92,Raw,TextureDB,
CD/COM/TALK.T/93,Raw,TextureDB,
CD/COM/TALK.T/94,Raw,TextureDB,
CD/COM/TALK.T/95,Raw,TextureDB,
CD/COM/TALK.T/96,Raw,TextureDB,
CD/COM/TALK.T/97,Raw,TextureDB,
CD/COM/TALK.T/98,Raw,TextureDB,
CD/COM/TALK.T/99,Raw,TextureDB,
CD/COM/TALK.T/100,Raw,TextureDB,
CD/COM/TALK.T/101,Raw,TextureDB,
CD/COM/TALK.T/102,Raw,TextureDB,
CD/COM/TALK.T/103,Raw,TextureDB,
CD/COM/TALK.T/104,Raw,TextureDB,
CD/COM/TALK.T/105,Raw,TextureDB,
CD/COM/TALK.T/106,Raw,TextureDB,
CD/COM/TALK.T/107,Raw,TextureDB,
CD/COM/TALK.T/108,Raw,TextureDB,
CD/COM/TALK.T/109,Raw,TextureDB,
CD/COM/TALK.T/110,Raw,TextureDB,
CD/COM/TALK.T/111,Raw,TextureDB,
CD/COM/TALK.T/112,Raw,TextureDB,
CD/COM/TALK.T/113,Raw,TextureDB,
CD/COM/TALK.T/114,Raw,TextureDB,
CD/COM/TALK.T/115,Raw,TextureDB,
CD/COM/TALK.T/116,Raw,TextureDB,
CD/COM/TALK.T/117,Raw,TextureDB,
CD/COM/TALK.T/118,Raw,TextureDB,
CD/COM/TALK.T/119,Raw,TextureDB,
CD/COM/TALK.T/120,Raw,TextureDB,
CD/COM/TALK.T/121,Raw,TextureDB,
CD/COM/TALK.T/122,Raw,TextureDB,
CD/COM/TALK.T/123,Raw,TextureDB,
CD/COM/TALK.T/124,Raw,TextureDB,
CD/COM/TALK.T/125,Raw,TextureDB,
CD/COM/TALK.T/126,Raw,TextureDB,
CD/COM/TALK.T/127,Raw,TextureDB,
CD/COM/TALK.T/128,Raw,TextureDB,
CD/COM/TALK.T/129,Raw,TextureDB,
CD/COM/TALK.T/130,Raw,TextureDB,
CD/COM/TALK.T/131,Raw,TextureDB,
CD/COM/TALK.T/132,Raw,TextureDB,
CD/COM/TALK.T/133,Raw,TextureDB,
CD/COM/TALK.T/134,Raw,TextureDB,
CD/COM/TALK.T/135,Raw,TextureDB,
CD/COM/TALK.T/136,Raw,TextureDB,
CD/COM/TALK.T/137,Raw,TextureDB,
CD/COM/TALK.T/138,Raw,TextureDB,
CD/COM/TALK.T/139,Raw,TextureDB,
CD/COM/TALK.T/140,Raw,TextureDB,
CD/COM/TALK.T/141,Raw,TextureDB,
CD/COM/TALK.T/142,Raw,TextureDB,
CD/COM/TALK.T/143,Raw,TextureDB,
CD/COM/TALK.T/144,Raw,TextureDB,
CD/COM/TALK.T/145,Raw,TextureDB,
CD/COM/TALK.T/146,Raw,TextureDB,
CD/COM/TALK.T/147,Raw,TextureDB,
CD/COM/TALK.T/148,Raw,TextureDB,
CD/COM/TALK.T/149,Raw,TextureDB,
CD/COM/TALK.T/150,Raw,TextureDB,
CD/COM/TALK.T/151,Raw,TextureDB,
CD/COM/TALK.T/152,Raw,TextureDB,
CD/COM/TALK.T/153,Raw,TextureDB,
CD/COM/TALK.T/154,Raw,TextureDB,
CD/COM/TALK.T/155,Raw,TextureDB,
CD/COM/TALK.T/156,Raw,TextureDB,
CD/COM/TALK.T/157,Raw,TextureDB,
CD/COM/TALK.T/158,Raw,TextureDB,
CD/COM/TALK.T/159,Raw,TextureDB,
CD/COM/TALK.T/160,Raw,TextureDB,
CD/COM/TALK.T/161,Raw,TextureDB,
CD/COM/TALK.T/162,Raw,TextureDB,
CD/COM/TALK.T/163,Raw,TextureDB,
CD/COM/TALK.T/164,Raw,TextureDB,
CD/COM/TALK.T/165,Raw,TextureDB,
CD/COM/TALK.T/166,Raw,TextureDB,
CD/COM/TALK.T/167,Raw,TextureDB,
CD/COM/TALK.T/168,Raw,TextureDB,
CD/COM/TALK.T/169,Raw,TextureDB,
CD/COM/TALK.T/170,Raw,TextureDB,
CD/COM/TALK.T/171,Raw,TextureDB,
CD/COM/TALK.T/172,Raw,TextureDB,
CD/COM/TALK.T/173,Raw,TextureDB,
CD/COM/TALK.T/174,Raw,TextureDB,
CD/COM/TALK.T/175,Raw,TextureDB,
CD/COM/TALK.T/176,Raw,TextureDB,
CD/COM/TALK.T/177,Raw,TextureDB,
CD/COM/TALK.T/178,Raw,TextureDB,
CD/COM/TALK.T/179,Raw,TextureDB,
CD/COM/TALK.T/180,Raw,TextureDB,
CD/COM/TALK.T/181,Raw,TextureDB,
CD/COM/TALK.T/182,Raw,TextureDB,
CD/COM/TALK.T/183,Raw,TextureDB,
CD/COM/TALK.T/184,Raw,TextureDB,
CD/COM/TALK.T/185,Raw,TextureDB,
CD/COM/TALK.T/186,Raw,TextureDB,
CD/COM/TALK.T/187,Raw,TextureDB,
CD/COM/TALK.T/188,Raw,TextureDB,
CD/COM/TALK.T/189,Raw,TextureDB,
CD/COM/TALK.T/190,Raw,TextureDB,
CD/COM/TALK.T/191,Raw,TextureDB,
CD/COM/TALK.T/192,Raw,TextureDB,
CD/COM/TALK.T/193,Raw,TextureDB,
CD/COM/TALK.T/194,Raw,TextureDB,
CD/COM/TALK.T/195,Raw,TextureDB,
CD/COM/TALK.T/196,Raw,TextureDB,
CD/COM/TALK.T/197,Raw,TextureDB,
CD/COM/TALK.T/198,Raw,TextureDB,
CD/COM/TALK.T/199,Raw,TextureDB,
CD/COM/TALK.T/200,Raw,TextureDB,
CD/COM/TALK.T/201,Raw,TextureDB,
CD/COM/TALK.T/202,Raw,TextureDB,
CD/COM/TALK.T/203,Raw,TextureDB,
CD/COM/TALK.T/204,Raw,TextureDB,
CD/COM/TALK.T/205,Raw,TextureDB,
CD/COM/TALK.T/206,Raw,TextureDB,
CD/COM/TALK.T/207,Raw,TextureDB,
CD/COM/TALK.T/208,Raw,TextureDB,
CD/COM/TALK.T/209,Raw,TextureDB,
CD/COM/TALK.T/210,Raw,TextureDB,
CD/COM/TALK.T/211,Raw,TextureDB,
CD/COM/TALK.T/212,Raw,TextureDB,
CD/COM/TALK.T/213,Raw,TextureDB,
CD/COM/TALK.T/214,Raw,TextureDB,
CD/COM/TALK.T/215,Raw,TextureDB,
CD/COM/TALK.T/216,Raw,TextureDB,
CD/COM/TALK.T/217,Raw,TextureDB,
CD/COM/TALK.T/218,Raw,TextureDB,
CD/COM/TALK.T/219,Raw,TextureDB,
CD/COM/TALK.T/220,Raw,TextureDB,
CD/COM/TALK.T/221,Raw,TextureDB,
CD/COM/TALK.T/222,Raw,TextureDB,
CD/COM/TALK.T/223,Raw,TextureDB,
CD/COM/TALK.T/224,Raw,TextureDB,
CD/COM/TALK.T/225,Raw,TextureDB,
CD/COM/TALK.T/226,Raw,TextureDB,
CD/COM/TALK.T/227,Raw,TextureDB,
CD/COM/TALK.T/228,Raw,TextureDB,
CD/COM/TALK.T/229,Raw,TextureDB,
CD/COM/TALK.T/230,Raw,TextureDB,
CD/COM/TALK.T/231,Raw,TextureDB,
CD/COM/TALK.T/232,Raw,TextureDB,
CD/COM/TALK.T/233,Raw,TextureDB,
CD/COM/TALK.T/234,Raw,TextureDB,
CD/COM/TALK.T/235,Raw,TextureDB,
CD/COM/TALK.T/236,Raw,TextureDB,
CD/COM/TALK.T/237,Raw,TextureDB,
CD/COM/TALK.T/238,Raw,TextureDB,
CD/COM/TALK.T/239,Raw,TextureDB,
CD/COM/TALK.T/240,Raw,TextureDB,
CD/COM/TALK.T/241,Raw,TextureDB,
CD/COM/TALK.T/242,Raw,TextureDB,
CD/COM/TALK.T/243,Raw,TextureDB,
CD/COM/TALK.T/244,Raw,TextureDB,
CD/COM/TALK.T/245,Raw,TextureDB,
CD/COM/TALK.T/246,Raw,TextureDB,
CD/COM/TALK.T/247,Raw,TextureDB,
CD/COM/TALK.T/248,Raw,TextureDB,
CD/COM/TALK.T/249,Raw,TextureDB,
CD/COM/TALK.T/250,Raw,TextureDB,
CD/COM/TALK.T/251,Raw,TextureDB,
CD/COM/TALK.T/252,Raw,TextureDB,
CD/COM/TALK.T/253,Raw,TextureDB,
CD/COM/TALK.T/254,Raw,TextureDB,
CD/COM/TALK.T/255,Raw,TextureDB,
CD/COM/TALK.T/256,Raw,TextureDB,
CD/COM/TALK.T/257,Raw,TextureDB,
CD/COM/TALK.T/258,Raw,TextureDB,
CD/COM/TALK.T/259,Raw,TextureDB,
CD/COM/TALK.T/260,Raw,TextureDB,
CD/COM/TALK.T/261,Raw,TextureDB,
CD/COM/TALK.T/262,Raw,TextureDB,
CD/COM/TALK.T/263,Raw,TextureDB,
CD/COM/TALK.T/264,Raw,TextureDB,
CD/COM/TALK.T/265,Raw,TextureDB,
CD/COM/TALK.T/266,Raw,TextureDB,
CD/COM/TALK.T/267,Raw,TextureDB,
CD/COM/TALK.T/268,Raw,TextureDB,
CD/COM/TALK.T/269,Raw,TextureDB,
CD/COM/TALK.T/270,Raw,TextureDB,
CD/COM/TALK.T/271,Raw,TextureDB,
CD/COM/TALK.T/272,Raw,TextureDB,
CD/COM/TALK.T/273,Raw,TextureDB,
CD/COM/TALK.T/274,Raw,TextureDB,
CD/COM/TALK.T/275,Raw,TextureDB,
CD/COM/TALK.T/276,Raw,TextureDB,
CD/COM/TALK.T/277,Raw,TextureDB,
CD/COM/TALK.T/278,Raw,TextureDB,
CD/COM/TALK.T/279,Raw,TextureDB,
CD/COM/TALK.T/280,Raw,TextureDB,
CD/COM/TALK.T/281,Raw,TextureDB,
CD/COM/TALK.T/282,Raw,TextureDB,
CD/COM/TALK.T/283,Raw,TextureDB,
CD/COM/TALK.T/284,Raw,TextureDB,
CD/COM/TALK.T/285,Raw,TextureDB,
CD/COM/TALK.T/286,Raw,TextureDB,
CD/COM/TALK.T/287,Raw,TextureDB,
CD/COM/TALK.T/288,Raw,TextureDB,
CD/COM/TALK.T/289,Raw,TextureDB,
CD/COM/TALK.T/290,Raw,TextureDB,
CD/COM/TALK.T/291,Raw,TextureDB,
CD/COM/TALK.T/292,Raw,TextureDB,
CD/COM/TALK.T/293,Raw,TextureDB,
CD/COM/TALK.T/294,Raw,TextureDB,
CD/COM/TALK.T/295,Raw,TextureDB,
CD/COM/TALK.T/296,Raw,TextureDB,
CD/COM/TALK.T/297,Raw,TextureDB,
CD/COM/TALK.T/298,Raw,TextureDB,
CD/COM/TALK.T/299,Raw,TextureDB,
CD/COM/TALK.T/300,Raw,TextureDB,
CD/COM/TALK.T/301,Raw,TextureDB,
CD/COM/TALK.T/302,Raw,TextureDB,
CD/COM/TALK.T/303,Raw,TextureDB,
CD/COM/TALK.T/304,Raw,TextureDB,
CD/COM/TALK.T/305,Raw,TextureDB,
CD/COM/TALK.T/306,Raw,TextureDB,
CD/COM/TALK.T/307,Raw,TextureDB,
CD/COM/TALK.T/308,Raw,TextureDB,
CD/COM/TALK.T/309,Raw,TextureDB,
CD/COM/TALK.T/310,Raw,TextureDB,
CD/COM/TALK.T/311,Raw,TextureDB,
CD/COM/TALK.T/312,Raw,TextureDB,
CD/COM/TALK.T/313,Raw,TextureDB,
CD/COM/TALK.T/314,Raw,TextureDB,
CD/COM/TALK.T/315,Raw,TextureDB,
CD/COM/TALK.T/316,Raw,TextureDB,
CD/COM/TALK.T/317,Raw,TextureDB,
CD/COM/TALK.T/318,Raw,TextureDB,
CD/COM/TALK.T/319,Raw,TextureDB,
CD/COM/TALK.T/320,Raw,TextureDB,
CD/COM/TALK.T/321,Raw,TextureDB,
CD/COM/TALK.T/322,Raw,TextureDB,
CD/COM/TALK.T/323,Raw,TextureDB,
CD/COM/TALK.T/324,Raw,TextureDB,
CD/COM/TALK.T/325,Raw,TextureDB,
CD/COM/TALK.T/326,Raw,TextureDB,
CD/COM/TALK.T/327,Raw,TextureDB,
CD/COM/TALK.T/328,Raw,TextureDB,
CD/COM/TALK.T/329,Raw,TextureDB,
CD/COM/TALK.T/330,Raw,TextureDB,
CD/COM/TALK.T/331,Raw,TextureDB,
CD/COM/TALK.T/332,Raw,TextureDB,
CD/COM/TALK.T/333,Raw,TextureDB,
CD/COM/TALK.T/334,Raw,TextureDB,
CD/COM/TALK.T/335,Raw,TextureDB,
CD/COM/TALK.T/336,Raw,TextureDB,
CD/COM/TALK.T/337,Raw,TextureDB,
CD/COM/TALK.T/338,Raw,TextureDB,
CD/COM/TALK.T/339,Raw,TextureDB,
CD/COM/TALK.T/340,Raw,TextureDB,
CD/COM/TALK.T/341,Raw,TextureDB,
CD/COM/TALK.T/342,Raw,TextureDB,
CD/COM/TALK.T/343,Raw,TextureDB,
CD/COM/TALK.T/344,Raw,TextureDB,
CD/COM/TALK.T/345,Raw,TextureDB,
CD/COM/TALK.T/346,Raw,TextureDB,
CD/COM/TALK.T/347,Raw,TextureDB,
CD/COM/TALK.T/348,Raw,TextureDB,
CD/COM/TALK.T/349,Raw,TextureDB,
CD/COM/TALK.T/350,Raw,TextureDB,
CD/COM/TALK.T/351,Raw,TextureDB,
CD/COM/TALK.T/352,Raw,TextureDB,
CD/COM/TALK.T/353,Raw,TextureDB,
CD/COM/TALK.T/354,Raw,TextureDB,
CD/COM/TALK.T/355,Raw,TextureDB,
CD/COM/TALK.T/356,Raw,TextureDB,
CD/COM/TALK.T/357,Raw,TextureDB,
CD/COM/TALK.T/358,Raw,TextureDB,
CD/COM/TALK.T/359,Raw,TextureDB,
CD/COM/TALK.T/360,Raw,TextureDB,
CD/COM/TALK.T/361,Raw,TextureDB,
CD/COM/TALK.T/362,Raw,TextureDB,
CD/COM/TALK.T/363,Raw,TextureDB,
CD/COM/TALK.T/364,Raw,TextureDB,
CD/COM/TALK.T/365,Raw,TextureDB,
CD/COM/TALK.T/366,Raw,TextureDB,
CD/COM/TALK.T/367,Raw,TextureDB,
CD/COM/TALK.T/368,Raw,TextureDB,
CD/COM/TALK.T/369,Raw,TextureDB,
CD/COM/TALK.T/370,Raw,TextureDB,
CD/COM/TALK.T/371,Raw,TextureDB,
CD/COM/TALK.T/372,Raw,TextureDB,
CD/COM/TALK.T/373,Raw,TextureDB,
CD/COM/TALK.T/374,Raw,TextureDB,
CD/COM/TALK.T/375,Raw,TextureDB,
CD/COM/TALK.T/376,Raw,TextureDB,
CD/COM/TALK.T/377,Raw,TextureDB,
CD/COM/TALK.T/378,Raw,TextureDB,
CD/COM/VAB.T,T,Container,
CD/COM/VAB.T/0,Raw,SoundBankHeader,
CD/COM/VAB.T/1,Raw,SoundBankBody,
CD/COM/VAB.T/2,Raw,SoundBankHeader,
CD/COM/VAB.T/3,Raw,SoundBankBody,
CD/COM/VAB.T/4,Raw,SoundBankHeader,
CD/COM/VAB.T/5,Raw,SoundBankBody,
CD/COM/VAB.T/6,Raw,SoundBankHeader,
CD/COM/VAB.T/7,Raw,SoundBankBody,
CD/COM/VAB.T/8,Raw,SoundBankHeader,
CD/COM/VAB.T/9,Raw,SoundBankBody,
CD/COM/VAB.T/10,Raw,SoundBankHeader,
CD/COM/VAB.T/11,Raw,SoundBankBody,
CD/COM/VAB.T/12,Raw,SoundBankHeader,
CD/COM/VAB.T/13,Raw,SoundBankBody,
CD/COM/VAB.T/14,Raw,SoundBankHeader,
CD/COM/VAB.T/15,Raw,SoundBankBody,
CD/COM/VAB.T/16,Raw,SoundBankHeader,
CD/COM/VAB.T/17,Raw,SoundBankBody,
CD/COM/VAB.T/18,Raw,SoundBankHeader,
CD/COM/VAB.T/19,Raw,SoundBankBody,
CD/COM/VAB.T/20,Raw,SoundBankHeader,
CD/COM/VAB.T/21,Raw,SoundBankBody,
CD/COM/VAB.T/22,Raw,SoundBankHeader,
CD/COM/VAB.T/23,Raw,SoundBankBody,
CD/COM/VAB.T/24,Raw,SoundBankHeader,
CD/COM/VAB.T/25,Raw,SoundBankBody,
CD/COM/VAB.T/26,Raw,SoundBankHeader,
CD/COM/VAB.T/27,Raw,SoundBankBody,
CD/COM/VAB.T/28,Raw,SoundBankHeader,
CD/COM/VAB.T/29,Raw,SoundBankBody,
CD/COM/VAB.T/30,Raw,SoundBankHeader,
CD/COM/VAB.T/31,Raw,SoundBankBody,
CD/COM/VAB.T/32,Raw,SoundBankHeader,
CD/COM/VAB.T/33,Raw,SoundBankBody,
CD/COM/VAB.T/34,Raw,SoundBankHeader,
CD/COM/VAB.T/35,Raw,SoundBankBody,
CD/COM/VAB.T/36,Raw,SoundBankHeader,
CD/COM/VAB.T/37,Raw,SoundBankBody,
CD/COM/VAB.T/38,Raw,SoundBankHeader,
CD/COM/VAB.T/39,Raw,SoundBankBody,
CD/COM/VAB.T/40,Raw,SoundBankHeader,
CD/COM/VAB.T/41,Raw,SoundBankBody,
CD/COM/VAB.T/42,Raw,SoundBankHeader,
CD/COM/VAB.T/43,Raw,SoundBankBody,
CD/COM/VAB.T/44,Raw,SoundBankHeader,
CD/COM/VAB.T/45,Raw,SoundBankBody,
CD/COM/VAB.T/46,Raw,SoundBankHeader,
CD/COM/VAB.T/47,Raw,SoundBankBody,
CD/COM/VAB.T/48,Raw,SoundBankHeader,
CD/COM/VAB.T/49,Raw,SoundBankBody,
CD/COM/VAB.T/50,Raw,SoundBankHeader,
CD/COM/VAB.T/51,Raw,SoundBankBody,
CD/COM/VAB.T/52,Raw,SoundBankHeader,
CD/COM/VAB.T/53,Raw,SoundBankBody,
CD/COM/VAB.T/54,Raw,SoundBankHeader,
CD/COM/VAB.T/55,Raw,SoundBankBody,
CD/COM/VAB.T/56,Raw,SoundBankHeader,
CD/COM/VAB.T/57,Raw,SoundBankBody,
CD/COM/VAB.T/58,Raw,SoundBankHeader,
CD/COM/VAB.T/59,Raw,SoundBankBody,
CD/COM/VAB.T/60,Raw,SoundBankHeader,
CD/COM/VAB.T/61,Raw,SoundBankBody,
CD/COM/VAB.T/62,Raw,SoundBankHeader,
CD/COM/VAB.T/63,Raw,SoundBankBody,
CD/COM/VAB.T/64,Raw,SoundBankHeader,
CD/COM/VAB.T/65,Raw,SoundBankBody,
CD/COM/VAB.T/66,Raw,SoundBankHeader,
CD/COM/VAB.T/67,Raw,SoundBankBody,
CD/COM/VAB.T/68,Raw,SoundBankHeader,
CD/COM/VAB.T/69,Raw,SoundBankBody,
CD/COM/VAB.T/70,Raw,SoundBankHeader,
CD/COM/VAB.T/71,Raw,SoundBankBody,
CD/COM/VAB.T/72,Raw,SoundBankHeader,
CD/COM/VAB.T/73,Raw,SoundBankBody,
CD/COM/VAB.T/74,Raw,SoundBankHeader,
CD/COM/VAB.T/75,Raw,SoundBankBody,
CD/COM/VAB.T/76,Raw,SoundBankHeader,
CD/COM/VAB.T/77,Raw,SoundBankBody,
CD/COM/VAB.T/78,Raw,SoundBankHeader,
CD/COM/VAB.T/79,Raw,SoundBankBody,
CD/COM/VAB.T/80,Raw,SoundBankHeader,
CD/COM/VAB.T/81,Raw,SoundBankBody,
CD/COM/VAB.T/82,Raw,SoundBankHeader,
CD/COM/VAB.T/83,Raw,SoundBankBody,
CD/COM/VAB.T/84,Raw,SoundBankHeader,
CD/COM/VAB.T/85,Raw,SoundBankBody,
CD/COM/VAB.T/86,Raw,SoundBankHeader,
CD/COM/VAB.T/87,Raw,SoundBankBody,
CD/COM/VAB.T/88,Raw,SoundBankHeader,
CD/COM/VAB.T/89,Raw,SoundBankBody,
CD/COM/VAB.T/90,Raw,SoundBankHeader,
CD/COM/VAB.T/91,Raw,SoundBankBody,
CD/COM/VAB.T/92,Raw,SoundBankHeader,
CD/COM/VAB.T/93,Raw,SoundBankBody,
CD/COM/VAB.T/94,Raw,SoundBankHeader,
CD/COM/VAB.T/95,Raw,SoundBankBody,
CD/COM/VAB.T/96,Raw,SoundBankHeader,
CD/COM/VAB.T/97,Raw,SoundBankBody,
CD/COM/VAB.T/98,Raw,SoundBankHeader,
CD/COM/VAB.T/99,Raw,SoundBankBody,
CD/COM/VAB.T/100,Raw,SoundBankHeader,
CD/COM/VAB.T/101,Raw,SoundBankBody,
CD/COM/VAB.T/102,Raw,SoundBankHeader,
CD/COM/VAB.T/103,Raw,SoundBankBody,
CD/COM/VAB.T/104,Raw,SoundBankHeader,
CD/COM/VAB.T/105,Raw,SoundBankBody,
CD/COM/VAB.T/106,Raw,SoundBankHeader,
CD/COM/VAB.T/107,Raw,SoundBankBody,
CD/COM/VAB.T/108,Raw,SoundBankHeader,
CD/COM/VAB.T/109,Raw,SoundBankBody,
CD/COM/VAB.T/110,Raw,SoundBankHeader,
CD/COM/VAB.T/111,Raw,SoundBankBody,
CD/COM/VAB.T/112,Raw,MusicSequence,Western Shore Map Music
CD/COM/VAB.T/113,Raw,MusicSequence,Garrison Map Music
CD/COM/VAB.T/114,Raw,MusicSequence,Central Village Map Music
CD/COM/VAB.T/115,Raw,MusicSequence,East Village Map Music
CD/COM/VAB.T/116,Raw,MusicSequence,Cathedral Map Music
CD/COM/VAB.T/117,Raw,MusicSequence,Big Mine Map Music
CD/COM/VAB.T/118,Raw,MusicSequence,Necron’s Coliseum Map Music
CD/COM/VAB.T/119,Raw,MusicSequence,Guyra’s Lair Ambience
CD/COM/VAB.T/120,Raw,MusicSequence,Guyra Battle Music
